duration,zero_crossing_rate,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,tempo,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,rms_mean,rms_std,title,category
311.53333333333336,0.06084023679147723,1471.113570094056,578.8894523320262,3008.4759176208354,1907.6116560718374,[135.99917763],-211.96123,77.29689,126.93974,30.091288,-2.615747,18.123716,38.432,12.775927,9.787133,13.733699,11.69413,11.460561,4.7862577,8.926388,8.666727,8.34205,0.046189114,8.686894,3.0744123,8.292162,-3.1814191,8.729134,-0.3836591,8.052703,-1.612156,8.127691,0.344368,0.3006274,0.076364264,0.030845456,To Make Somebody Happy (Crossroad 2 Box⧸Set Version).mp3,blues
216.2,0.10292996019493073,2232.0753469689407,555.2208735353531,4635.574120894473,2394.0126931522827,[107.66601562],-85.797844,85.69263,90.509674,23.63789,-11.000531,26.114601,17.848082,10.61083,8.5572605,10.28778,4.3132157,9.173168,-4.5359235,8.245733,5.160825,7.04274,0.54882526,7.2928495,0.057950556,6.416192,-3.9239705,6.5124125,-1.8730309,6.565187,-2.048523,8.085196,0.32264557,0.2969273,0.14798658,0.04528969,All Your Love.mp3,blues
151.28,0.13277128534568755,2733.9129688969524,662.060993366169,5708.032125399258,2620.003564871906,[107.66601562],-128.55554,80.21709,65.70243,25.36945,-2.5120692,24.044624,21.202856,12.614873,2.6007867,15.890107,7.10053,12.390167,2.5787272,14.863729,8.508358,8.93139,-1.2008493,9.3210335,-1.994416,10.145817,-0.8464851,9.67371,8.096457,8.673111,-8.217255,9.522212,0.32754195,0.30258304,0.09679136,0.03882282,Your Funeral and My Trial.mp3,blues
139.96,0.07860704408074817,1497.1304048163395,368.7881583506801,2958.929309705748,1504.2201360154597,[75.99954044],-113.897354,64.154,139.20567,28.757143,-45.24519,27.97326,56.804382,20.002161,-5.471957,12.846526,-0.2051763,12.899347,-11.684594,12.780004,5.1148186,9.783559,-14.75057,8.08242,3.8453546,9.0850525,-4.6754403,8.443351,2.433535,8.182752,-6.072827,8.810302,0.3142748,0.30155256,0.20912755,0.08026169,Nothin' but the Blues (Remastered 2001).mp3,blues
161.1130612244898,0.10997263260646346,2127.9845227220244,636.8738803759193,4150.215356730301,2164.6824658766654,[151.99908088],-92.21672,84.175735,100.06703,27.691914,-21.782417,23.74233,5.954372,14.507022,-7.913896,13.203302,3.6418839,11.398461,3.7121909,12.178389,1.4747964,9.094853,-2.6684248,8.619522,4.3706017,9.361752,-8.951047,9.0367365,1.9959265,8.726878,-2.3964236,8.68059,0.29871207,0.30348936,0.16735469,0.08760916,I'm Sitting on Top of the World.mp3,blues
205.18226757369615,0.039123555876570106,919.7190420517293,520.4227295297327,1760.3253443882963,1253.4417310821418,[198.76802885],-214.19527,88.24207,156.8348,35.585323,-5.141144,35.438988,45.73601,25.034178,23.640747,17.007187,-4.324347,16.678148,4.000043,12.464024,2.5115762,11.90235,2.0002704,9.862539,0.47556716,8.827473,-6.2397933,10.048935,2.9270346,8.7679205,-1.9770024,7.9493184,0.30299255,0.31456873,0.183957,0.07690143,Sometimes I Worry.mp3,blues
417.6,0.07925126407422853,1919.8571834659167,616.3020536942083,4240.440841814793,2290.245347195304,[184.5703125],-170.92824,74.82985,103.18368,24.985611,8.205633,29.896465,36.526928,14.660535,-2.2546396,12.975675,8.191726,9.960658,-0.7997476,9.072738,2.2612286,10.112609,4.0551195,8.981066,5.7594194,7.9801373,0.12582098,8.198582,5.696645,8.410758,-4.501951,7.693223,0.38395193,0.29942837,0.0883906,0.04128926,Driftin' Blues (Crossroad 2 Box⧸Set Version).mp3,blues
411.6666666666667,0.0796302446859137,1683.6180246085144,523.3268287132306,3363.2009190593276,2034.5562802516604,[172.265625],-130.49083,67.10006,123.916245,28.55517,-8.754903,22.79857,26.713078,12.581664,7.9485426,10.824832,6.2390985,8.1300125,-0.30957836,8.522327,5.393548,7.3584538,-6.1472707,7.758387,5.351382,7.3115416,-2.9452443,7.8952813,3.5428956,6.8631825,-1.4114572,7.2861595,0.364223,0.29776624,0.11919813,0.041964468,Have You Ever Loved A Woman.mp3,blues
345.73333333333335,0.08863131060065481,1754.4152822708527,599.9961276309791,3543.256035798984,1920.3292754392048,[184.5703125],-90.816284,85.01888,119.22396,34.821598,-18.045578,22.090069,41.00785,16.974987,4.2730613,11.204314,5.820785,12.898475,1.2268213,11.227106,10.74041,9.469857,1.7922562,8.649504,0.8188211,9.98918,-2.5433927,8.565248,2.369511,8.335327,-1.2471648,8.784407,0.36436272,0.29433993,0.19306664,0.0566055,Rock Me Baby.mp3,blues
304.64,0.1017110312857279,1890.1385634971468,494.5004466790576,3664.224098019484,1838.0658454360712,[112.34714674],-34.563637,74.95339,117.86141,28.894104,-37.31531,18.6946,40.421917,14.356755,-10.496805,11.307106,2.1948729,8.928419,-9.684835,10.023096,0.059172317,8.605123,-12.041508,7.5961103,3.481268,8.836361,-6.567965,7.812516,-0.13206461,6.4037676,-8.652316,7.114804,0.34956133,0.29945016,0.27140346,0.08878429,You've Done Lost Your Good Thing Now.mp3,blues
